"#","ID","NAME","POS","TEAM","OVERALL","POSITION","ADP"
"128","1130603","Khalil Shakir","WR","BUF","128","WR53","123.3"
"129","1274492","Jayden Higgins","WR","HST","129","WR54","132.5"
"130","880026","Sam Darnold","QB","SEA","130","QB22","135.8"
"131","694041","Stefon Diggs","WR","FA","131","WR55","136.6"
"132","1218753","Jalen Coker","WR","CAR","132","WR56","129.2"
"133","1214084","C.J. Stroud","QB","HST","133","QB23","141.9"
"134","923412","Rashid Shaheed","WR","SEA","134","WR57","134.6"
"135","1164940","Brenton Strange","TE","JAX","135","TE16","147.7"
"136","1106832","Isiah Pacheco","RB","DET","136","RB40","144.8"
"137","1394825","Omar Cooper Jr.","WR","NYJ","137","WR58","151.9"
"138","1213726","Jalen McMillan","WR","TB","138","WR59","142.1"
"139","1106374","Chig Okonkwo","TE","WAS","139","TE17","138.5"
"140","1109708","Tyrone Tracy Jr.","RB","NYG","140","RB41","132.6"
"141","1228691","Cam Ward","QB","TEN","141","QB24","139.9"
"142","884609","Juwan Johnson","TE","NO","142","TE18","150.0"
"143","1444547","Kenyon Sadiq","TE","NYJ","143","TE19","161.8"
"144","1325624","Oronde Gadsden II","TE","LAC","144","TE20","147.2"
"145","744425","Hunter Henry","TE","NE","145","TE21","155.2"
"146","867009","Jauan Jennings","WR","MIN","146","WR60","154.6"
"147","1116001","Jordan Mason","RB","MIN","147","RB42","116.2"
"148","1164979","Tre Tucker","WR","LV","148","WR61","159.0"
"149","879981","Daniel Jones","QB","IND","149","QB25","145.3"
"150","1393832","Ryan Flournoy","WR","DAL","150","WR62","163.7"
"151","1126817","Jalen Nailor","WR","LV","151","WR63","148.7"
"152","1378290","Antonio Williams","WR","WAS","152","WR64","173.9"
"153","923915","T.J. Hockenson","TE","MIN","153","TE22","165.0"
"154","1231652","Woody Marks","RB","HST","154","RB43","142.4"
"155","830523","Dalton Schultz","TE","HST","155","TE23","171.2"
"156","1113403","Chris Rodriguez Jr.","RB","JAX","156","RB44","138.5"
"157","1164530","Zach Charbonnet","RB","SEA","157","RB45","153.3"
"158","835749","Deebo Samuel Sr.","WR","FA","158","WR65","170.2"
"159","1191186","Jacory Croskey-Merritt","RB","WAS","159","RB46","123.7"
"160","1213257","Bryce Young","QB","CAR","160","QB26","152.0"
"161","1169430","Tyjae Spears","RB","TEN","161","RB47","154.9"
"162","1222789","Keaton Mitchell","RB","LAC","162","RB48","141.0"
"163","1399910","Dylan Sampson","RB","CLV","163","RB49","168.9"
"164","1379904","Denzel Boston","WR","CLV","164","WR66","165.6"
"165","513856","Geno Smith","QB","NYJ","165","QB27","180.0"
"166","1285908","Adonai Mitchell","WR","NYJ","166","WR67","176.5"
"167","607047","Jacoby Brissett","QB","ARZ","167","QB28","165.3"
"168","1286438","Gunnar Helm","TE","TEN","168","TE24","180.9"
"169","973935","Jerry Jeudy","WR","CLV","169","WR68","183.1"
"170","1172428","Dontayvion Wicks","WR","PHI","170","WR69","187.3"
"171","973966","Brian Robinson","RB","ATL","171","RB50","177.4"
"172","1380594","Jonah Coleman","RB","DEN","172","RB51","167.3"
"173","1229503","AJ Barner","TE","SEA","173","TE25","184.8"
"174","1128085","Greg Dulcich","TE","MIA","174","TE26","172.0"
"175","1049263","Cade Otton","TE","TB","175","TE27","186.0"
"176","1116662","Pat Freiermuth","TE","PIT","176","TE28","196.1"
"177","698227","Cooper Kupp","WR","SEA","177","WR70","197.9"
"178","1173255","Malik Washington","WR","MIA","178","WR71","160.6"
"179","1131198","Tyler Allgeier","RB","ARZ","179","RB52","159.9"
"180","750846","Alvin Kamara","RB","NO","180","RB53","152.6"
"181","1441362","Isaac TeSlaa","WR","DET","181","WR72","167.5"
"182","213957","Aaron Rodgers","QB","PIT","182","QB29","166.2"
"183","1399275","Travis Hunter","WR","JAX","183","WR73","156.5"
"184","1380613","Germie Bernard","WR","PIT","184","WR74","198.2"
"185","1441110","Zachariah Branch","WR","ATL","185","WR75","189.3"
"186","1215035","Tank Bigsby","RB","PHI","186","RB54","171.7"
"187","1060312","Colby Parkinson","TE","LA","187","TE29","200.7"
"188","1286818","De'Zhaun Stribling","WR","SF","188","WR76","181.9"
"189","1400786","Fernando Mendoza","QB","LV","189","QB30","174.5"
"190","1214633","Tre Harris","WR","LAC","190","WR77","179.6"
"191","1286179","Terrance Ferguson","TE","LA","191","TE30","186.9"
"192","923109","Justice Hill","RB","BLT","192","RB55","205.9"
"193","884013","Calvin Ridley","WR","TEN","193","WR78","193.3"
"194","836152","Mike Gesicki","TE","CIN","194","TE31","211.0"
"195","749185","Evan Engram","TE","DEN","195","TE32","215.7"
"196","865801","Christian Kirk","WR","SF","196","WR79","203.7"
"197","1165229","Ray Davis","RB","BUF","197","RB56","191.9"
"198","1289428","Mike Washington Jr.","RB","LV","198","RB57","211.2"
"199","1378898","Jaydon Blue","RB","DAL","199","RB58","181.6"
"200","1379259","Kaytron Allen","RB","WAS","200","RB59","209.6"
"201","1286370","Jaylin Noel","WR","HST","201","WR80","222.9"
"202","1128222","Tank Dell","WR","HST","202","WR81","189.4"
"203","1389700","Chris Bell","WR","MIA","203","WR82","226.2"
"204","557210","Keenan Allen","WR","LAC","204","WR83","227.6"
"205","912027","Darnell Mooney","WR","NYG","205","WR84","206.2"
"206","1108208","Rashod Bateman","WR","BLT","206","WR85","214.5"
"207","1228633","Sean Tucker","RB","TB","207","RB60","190.9"
"208","1400788","Chris Brazzell II","WR","CAR","208","WR86","227.9"
"209","973947","Tua Tagovailoa","QB","ATL","209","QB31","192.9"
"210","1286176","Troy Franklin","WR","DEN","210","WR87","212.2"
"211","1392584","Elijah Sarratt","WR","BLT","211","WR88","223.9"
"212","1213362","Kayshon Boutte","WR","NE","212","WR89","205.3"
"213","877784","Ty Johnson","RB","BUF","213","RB61","225.6"
"214","1110301","Tyquan Thornton","WR","KC","214","WR90","219.8"
"215","1232592","Michael Mayer","TE","LV","215","TE33","227.6"
"216","1319589","Malachi Fields","WR","NYG","216","WR91","218.6"
"217","832098","David Njoku","TE","LAC","217","TE34","206.2"
"218","1379251","Emmett Johnson","RB","KC","218","RB62","199.7"
"219","865958","KaVontae Turpin","WR","DAL","219","WR92","228.4"
"220","1394798","Caleb Douglas","WR","MIA","220","WR93","229.9"
"221","1180625","George Holani","RB","SEA","221","RB63","217.2"
"222","1303569","DJ Giddens","RB","IND","222","RB64","227.1"
"223","1322431","Keon Coleman","WR","BUF","223","WR94","207.9"
"224","1305866","Pat Bryant","WR","DEN","224","WR95","220.6"
"225","1521285","Ted Hurst III","WR","TB","225","WR96","216.2"
"226","820734","Samaje Perine","RB","CIN","226","RB65","224.9"
"227","1398153","Zavion Thomas","WR","CHI","227","WR97","230.2"
"228","880557","Darius Slayton","WR","NYG","228","WR98","229.5"
"229","742390","James Conner","RB","ARZ","229","RB66","222.5"
"230","1399272","Kevin Coleman Jr.","WR","MIA","230","WR99","231.4"
"231","1124851","Andrei Iosivas","WR","CIN","231","WR100","229.1"
"232","1286065","Eli Stowers","TE","PHI","232","TE35","222.4"
"233","1326628","Ja'Tavion Sanders","TE","CAR","233","TE36","231.0"
"234","1325016","Bryce Lance","WR","NO","234","WR101","229.4"
"235","1400657","Jordan James","RB","SF","235","RB67","219.6"
"236","1325234","Skyler Bell","WR","BUF","236","WR102","230.3"
"237","1458888","Ja'Kobi Lane","WR","BLT","237","WR103","229.5"
"238","883976","Olamide Zaccheaus","WR","ATL","238","WR104","230.5"
"239","1390910","Demond Claiborne","RB","MIN","239","RB68","216.6"
"240","1223393","Tory Horton","WR","SEA","240","WR105","227.0"
"241","1447759","Emanuel Wilson","RB","SEA","241","RB69","224.9"
"242","828743","Deshaun Watson","QB","CLV","242","QB32","221.2"
"243","1272321","Shedeur Sanders","QB","CLV","243","QB33","214.6"
"244","403308","Kirk Cousins","QB","LV","244","QB34","218.4"
"245","1395319","Elic Ayomanor","WR","TEN","245","WR106","229.3"
"246","1381263","Mason Taylor","TE","NYJ","246","TE37","231.0"
"247","1107478","Michael Penix Jr.","QB","ATL","247","QB35","223.9"
"248","1127065","Chris Brooks","RB","GB","248","RB70","227.8"
"249","1215772","Kaelon Black","RB","SF","249","RB71","224.7"
"250","1286046","Jack Bech","WR","LV","250","WR107","230.6"
"251","1382670","Cyrus Allen","WR","KC","251","WR108","230.7"
"252","1287599","J.J. McCarthy","QB","MIN","252","QB36","226.1"
"253","1287798","Deion Burks","WR","IND","253","WR109","229.0"
"254","1441191","Malik Benson","WR","LV","254","WR110","228.3"
"255","1226616","CJ Daniels","WR","LA","255","WR111","229.8"
